video,video_condition,im_condition,pred_val,word_start,word_end,resp_exp_fear,rt_exp_fear,resp_current_anxiety,rt_current_anxiety,video_start,video_end,resp_fear,resp_anxiety,resp_arousal,resp_valence,rt_fear,rt_anxiety,rt_arousal,rt_valence,anticipation_hp,anticipation_scr_events,video_hp,video_scr,hp_video_ratings,participant_num,hp_base_anticipation,base_ECG,base_scr,trial_num
heights_low_4.m4v,1,1,1,349.036,352.037,0.83,0.851,0.845,0.734,362.368,383.394,0.499,0.5,0.063,0.478,1.585,0.267,1.469,1.318,0.726,0,0.71,0.1,0.708,222,0.663,0.709,0.079,8
social_low_1.m4v,2,1,2,397.54,400.541,0.775,1.335,0.782,0.701,406.317,427.142,0.164,0.156,0.16,0.654,1.368,0.768,1.135,1.986,0.734,0,0.7,0,0.696,222,0.692,0.709,0.079,9
social_high_1.mov,2,2,1,441.889,444.89,0.5,0.551,0.5,0.133,450.315,470.388,0.5,0.665,0.114,0,1.569,1.335,1.202,1.852,0.602,0,0.719,0.052,0.708,222,0.716,0.709,0.079,10
spider_low_3.m4v,3,1,2,485.855,488.855,0.5,0.818,0.5,2.136,495.549,516.225,0.403,0.397,0.139,0.492,1.252,1.085,0.934,2.62,0.669,0,0.67,0,0.714,222,0.708,0.709,0.079,11
spider_high_1.mov,3,2,1,531.605,534.606,0.5,2.536,0.5,0.017,540.899,560.905,0.774,0.762,0.107,0.03,1.452,1.001,1.018,0.935,0.634,0,NaN,0.105,NaN,222,0.764,0.709,0.079,12
social_low_4.m4v,2,1,2,649.82,652.82,0.801,0.651,0.746,0.467,659.68,680.406,0.102,0.367,0.15,0.617,1.552,1.302,1.135,1.768,NaN,0,NaN,0.152,NaN,222,NaN,0.709,0.079,13
social_high_4_replacement.mov,2,2,1,695.654,698.654,0.598,0.768,0.588,0.601,704.763,725.054,0.5,0.627,0.486,0.261,1.886,0.968,0.684,2.136,0.784,0,0.854,0,0.837,222,0.798,0.709,0.079,14
social_high_2.mov,2,2,1,740.22,743.22,0.665,1.786,0.645,0.684,749.43,770.387,0.5,0.5,0.5,0.495,1.318,0.251,1.452,3.454,0.777,0,0.84,0,0.818,222,0.696,0.709,0.079,15
spider_low_1.m4v,3,1,2,786.354,789.354,0.67,1.852,0.68,0.484,797.433,817.659,0.057,0.092,0.087,0.597,2.32,0.818,0.868,1.335,NaN,0,NaN,0.208,NaN,222,0.784,0.709,0.079,16
social_low_6.m4v,2,1,2,832.489,835.489,0.625,1.335,0.607,0.751,841.315,860.722,0.5,0.5,0.494,0.499,1.335,0.017,0.017,0.017,0.693,0,0.728,0.054,0.754,222,0.68,0.709,0.079,17
heights_low_5.m4v,1,1,2,871.615,874.616,0.63,2.57,0.622,0.601,886.532,906.507,0.559,0.57,0.28,0.531,1.368,0.484,0.734,1.802,0.668,0,NaN,0,1.066,222,0.725,0.709,0.079,18
heights_low_6.m4v,1,1,1,920.386,923.386,0.601,0.701,0.572,0.367,933.2,951.189,0.349,0.301,0.515,0.736,5.039,0.935,0.985,1.101,NaN,0,NaN,0.059,NaN,222,0.716,0.709,0.079,19
heights_high_1.m4v,1,2,1,968.739,971.74,0.641,1.569,0.673,0.467,982.521,1002.913,0.639,0.762,0.175,0.331,1.869,0.401,1.001,1.185,NaN,0,NaN,0.155,0.682,222,0.659,0.709,0.079,20
spider_high_6.mov,3,2,2,1016.859,1019.859,0.619,3.121,0.678,0.384,1027.104,1046.726,0.557,0.597,0.326,0.323,14.65,0.801,1.235,0.701,0.727,0,0.759,0.054,0.811,222,0.844,0.709,0.079,21
spider_low_6.m4v,3,1,1,1073.605,1076.606,0.651,1.769,0.678,0.784,1082.899,1103.426,0.582,0.552,0.177,0.471,1.852,0.567,1.385,1.469,0.784,0,0.746,0.154,0.796,222,0.82,0.709,0.079,22
spider_high_5.m4v,3,2,1,1118.188,1121.189,0.666,1.135,0.664,0.534,1127.599,1148.091,0.753,0.822,0,0,1.152,0.484,0.951,0.701,0.772,0,0.737,0.103,0.743,222,0.784,0.709,0.079,23
heights_high_5.mov,1,2,2,1160.869,1163.869,0.612,2.569,0.662,0.567,1175.752,1195.758,0.743,0.879,0.221,0.221,14.299,0.551,0.901,1.452,NaN,0,NaN,0.053,NaN,222,0.684,0.709,0.079,24
social_low_2.mov,2,1,2,1300.09,1303.09,0.747,7.325,0.697,0.651,1314.806,1336.149,0.775,0.84,0.08,0.175,2.169,0.684,0.718,1.886,0.825,0,0.769,0.098,0.782,222,0.642,0.709,0.079,25
heights_high_2.mov,1,2,2,1351.096,1354.097,0.5,1.719,0.5,0.05,1364.611,1385.485,0.719,0.928,0.205,0.139,2.52,0.618,0.684,0.918,0.787,0,0.714,0.151,0.728,222,0.82,0.709,0.079,26
heights_high_3.m4v,1,2,1,1399.717,1402.717,0.909,9.327,0.661,0.584,1421.374,1441.967,0.748,0.767,0.471,0.259,2.303,0.601,0.918,0.834,0.817,0,0.776,0.051,0.779,222,0.741,0.709,0.079,27
spider_high_3.mov,3,2,2,1456.113,1459.113,0.76,5.456,0.746,0.534,1468.843,1488.95,0.758,1,0,0,1.952,0.534,1.418,0.851,NaN,0,NaN,0.105,NaN,222,NaN,0.709,0.079,28
spider_high_2.m4v,3,2,1,1503.198,1506.198,0.5,1.852,0.5,0.017,1513.81,1533.868,0.5,0.5,0.5,0.5,1.802,0.217,0.167,0.234,0.762,0,0.725,0.052,NaN,222,0.756,0.709,0.079,29
social_high_5.m4v,2,2,2,1545.778,1548.779,0.879,3.671,0.738,0.484,1556.674,1576.682,0.733,0.718,0.065,0.001,11.129,0.551,0.601,0.701,0.798,0,NaN,0.053,0.774,222,NaN,0.709,0.079,30
social_low_3.m4v,2,1,1,1599.154,1602.155,0.666,4.021,0.719,0.584,1611.501,1631.659,0,0,0.772,0,13.515,0.701,0.718,0.451,NaN,0,NaN,0.052,NaN,222,0.735,0.709,0.079,31
social_high_3.mov,2,2,1,1656.534,1659.535,0.667,15.1,0.662,0.568,1680.945,1701.335,0.5,0.5,0.5,0.5,2.019,0.301,0.617,0.017,NaN,0,NaN,0,NaN,222,NaN,0.709,0.079,32
heights_low_3.mov,1,1,2,1713.781,1716.782,0.755,48.587,0.801,0.317,1774.432,1792.936,0.211,0.24,0.121,0.697,7.475,0.968,0.634,1.268,NaN,0,NaN,0.057,NaN,222,NaN,0.709,0.079,33
heights_low_1.m4v,1,1,1,1812.774,1815.775,0.5,1.552,0.5,0.017,1826.089,1847.099,0,0.199,0.699,1,2.72,1.252,1.335,1.085,NaN,0,0.63,0.05,NaN,222,NaN,0.709,0.079,34
spider_low_5.mov,3,1,2,1862.98,1865.98,0.739,0.851,0.665,0.551,1872.123,1892.447,0.251,0.255,0.063,0.346,1.218,1.585,1.469,1.686,NaN,0,NaN,0,NaN,222,NaN,0.709,0.079,35
spider_low_2.mov,3,1,1,1907.896,1910.897,0.5,1.435,0.5,1.068,1917.14,1937.68,0.701,0.557,0.287,0.041,3.104,0.668,0.784,0.734,NaN,0,NaN,0.051,NaN,222,NaN,0.709,0.079,36
heights_high_2.mov,1,2,2,10.078,13.103,0.082,4.221,0.045,2.403,28.516,49.406,0.272,0.202,0.575,0.49,3.438,2.737,3.071,3.137,NaN,0,NaN,0.201,NaN,223,NaN,0.852,0.193,1
heights_low_1.m4v,1,1,1,71.312,74.313,0,2.586,0,1.702,87.348,108.357,0,0,0,1,1.452,1.135,1.719,1.685,NaN,0,NaN,0.1,NaN,223,NaN,0.852,0.193,2
spider_low_1.m4v,3,1,2,123.854,126.854,1,3.571,0,1.468,136.652,156.894,0,0,0.071,0.481,1.719,1.135,3.504,2.853,NaN,0,NaN,0.052,NaN,223,NaN,0.852,0.193,3
heights_low_4.m4v,1,1,2,175.611,178.612,0,1.519,0,0.851,189.727,210.754,0,0,0,1,1.185,0.867,1.035,1.485,NaN,0,NaN,0.25,NaN,223,NaN,0.852,0.193,4
heights_high_5.mov,1,2,1,224.832,227.834,0,1.151,0,0.801,238.531,258.538,1,0.484,0.228,0.21,1.168,2.102,1.618,3.988,NaN,0,NaN,0.21,NaN,223,NaN,0.852,0.193,5
social_high_1.mov,2,2,2,276.923,279.924,0,1.285,0,0.668,286.618,306.692,0.034,0.042,0.361,0.488,3.521,2.453,3.371,4.856,NaN,0,NaN,0.052,NaN,223,NaN,0.852,0.193,6
spider_high_2.m4v,3,2,2,330.382,333.384,0,1.018,0,0.784,338.925,358.981,1,0.683,0.754,0,1.569,2.119,1.435,1.285,NaN,0,NaN,0.21,NaN,223,NaN,0.852,0.193,7
spider_high_3.mov,3,2,1,374.882,377.882,0.062,1.869,0,1.085,386.561,406.701,0.822,0.668,0.265,0,3.037,2.303,1.635,1.518,NaN,0,NaN,0.157,NaN,223,NaN,0.852,0.193,8
spider_low_3.m4v,3,1,1,424.687,427.687,0.034,1.502,0,1.068,433.997,454.673,0,0,0,0.811,1.602,1.235,1.635,2.002,NaN,0,NaN,0.051,NaN,223,NaN,0.852,0.193,9
social_low_2.mov,2,1,2,470.638,473.638,0,0.985,0,0.584,478.947,500.29,0,0,0,1,1.819,0.684,1.218,2.253,NaN,0,NaN,0.098,NaN,223,NaN,0.852,0.193,10
social_high_4_replacement.mov,2,2,1,515.755,518.755,0,2.069,0,0.668,525.232,545.538,1,1,0.919,0,3.004,1.185,1.936,1.385,NaN,0,NaN,0.259,NaN,223,NaN,0.852,0.193,11
social_low_3.m4v,2,1,1,562.54,565.54,0,2.386,0,0.701,574.37,594.528,0,0,0,1,1.051,0.718,1.669,1.435,NaN,0,NaN,0.104,NaN,223,NaN,0.852,0.193,12
spider_high_5.m4v,3,2,2,681.588,684.589,0.748,1.852,0,0.818,693.001,713.477,0.5,0.216,0.125,0.519,2.269,2.186,1.652,1.669,NaN,0,NaN,0.205,NaN,223,NaN,0.852,0.193,13
heights_low_3.mov,1,1,2,730.759,733.76,0.288,2.019,0,0.718,745.242,763.763,0,0,0.103,1,1.018,0.651,1.218,0.684,NaN,0,NaN,0.057,NaN,223,NaN,0.852,0.193,14
heights_low_5.m4v,1,1,1,776.827,779.827,0,2.937,0,0.651,792.161,812.152,0.502,0.49,0.082,0,2.937,2.703,1.936,3.838,NaN,0,NaN,0.158,NaN,223,NaN,0.852,0.193,15
spider_low_5.mov,3,1,2,833.056,836.056,0.585,3.905,0,1.168,845.87,866.21,0.247,0.75,0.594,0,2.92,2.153,1.519,2.119,NaN,0,NaN,0.207,NaN,223,NaN,0.852,0.193,16
spider_high_1.mov,3,2,1,884.413,887.413,0.352,3.571,0,1.068,895.792,915.782,0.995,0.826,0.661,0,2.553,1.836,1.518,1.168,NaN,0,NaN,0.211,NaN,223,NaN,0.852,0.193,17
spider_low_2.mov,3,1,1,932.349,935.35,0.161,2.987,0,0.651,942.727,963.267,0,0,0,1,1.719,1.235,1.268,1.602,NaN,0,NaN,0.102,NaN,223,NaN,0.852,0.193,18
social_low_4.m4v,2,1,2,978.6,981.601,0,1.385,0,0.434,989.162,1009.888,0,0,0,1,1.118,0.884,1.152,1.368,NaN,0,NaN,0.101,NaN,223,NaN,0.852,0.193,19
heights_high_4.m4v,1,2,2,1023.901,1026.901,0,1.786,0,1.302,1038.734,1059.009,1,1,1,0,1.101,1.418,1.385,1.068,NaN,0,NaN,0.208,NaN,223,NaN,0.852,0.193,20
heights_high_6.mov,1,2,1,1073.472,1076.473,0,2.47,0,0.668,1088.355,1108.862,1,1,1,0,1.202,1.969,1.435,1.735,NaN,0,NaN,0.205,NaN,223,NaN,0.852,0.193,21
social_low_6.m4v,2,1,2,1124.695,1127.696,0,1.819,0,0.517,1134.773,1154.198,0,0,0.665,1,1.268,1.151,1.251,1.218,NaN,0,NaN,0.271,NaN,223,NaN,0.852,0.193,22
social_high_6.mov,2,2,1,1168.577,1171.577,0,2.92,0,0.717,1178.939,1199.479,0.792,0.809,0.316,0,3.387,1.268,2.67,1.352,NaN,0,NaN,0.102,NaN,223,NaN,0.852,0.193,23
social_high_2.mov,2,2,1,1217.648,1220.649,0,1.152,0,0.451,1225.974,1246.948,0.893,0.895,0.729,0.5,2.486,2.136,1.385,3.838,NaN,0,NaN,0.15,NaN,223,NaN,0.852,0.193,24
heights_high_1.m4v,1,2,2,1339.283,1342.283,0,0.884,0,0.835,1352.748,1373.156,1,1,0.661,0.499,1.485,1.836,1.702,1.452,NaN,0,NaN,0.206,NaN,223,NaN,0.852,0.193,25
heights_low_6.m4v,1,1,1,1389.122,1392.122,0,0.834,0,0.534,1402.219,1420.226,0,0,0.048,1,1.468,0.851,2.653,0.818,NaN,0,NaN,0.176,NaN,223,NaN,0.852,0.193,26
heights_low_2.m4v,1,1,1,1435.506,1438.507,0,1.152,0,0.651,1449.055,1469.08,0,0,0,1,2.386,0.951,1.068,0.851,NaN,0,NaN,0.053,NaN,223,NaN,0.852,0.193,27
social_low_5.m4v,2,1,2,1483.827,1486.827,0,0.818,0,0.434,1491.819,1511.809,0,0,0,1,0.951,0.668,1.068,0.817,NaN,0,NaN,0.211,NaN,223,NaN,0.852,0.193,28
spider_high_4.m4v,3,2,2,1524.805,1527.806,0.091,1.035,0,0.717,1535.3,1555.776,0.808,0.748,0.821,0,1.986,1.335,1.385,1.552,NaN,0,NaN,0.103,NaN,223,NaN,0.852,0.193,29
spider_low_6.m4v,3,1,1,1571.524,1574.524,0,7.075,0,0.501,1585.839,1606.365,0,0,0,0.497,1.619,0.768,1.201,1.886,NaN,0,NaN,0.102,NaN,223,NaN,0.852,0.193,30
spider_low_4.m4v,3,1,1,1621.329,1624.329,0,2.62,0,0.501,1631.19,1651.699,0,0,0,0.715,1.718,1.468,1.869,1.468,NaN,0,NaN,0.205,NaN,223,NaN,0.852,0.193,31
heights_high_3.m4v,1,2,2,1667.714,1670.714,0,1.001,0,0.584,1681.045,1701.654,1,0.65,1,0.5,1.635,2.636,1.235,0.017,NaN,0,NaN,0.255,NaN,223,NaN,0.852,0.193,32
spider_high_6.mov,3,2,2,1716.668,1719.668,0,1.235,0,0.734,1726.378,1746.001,0.612,1,1,0,2.036,1.919,1.118,1.435,NaN,0,NaN,0,NaN,223,NaN,0.852,0.193,33
social_high_3.mov,2,2,2,1762.001,1765.002,0,0.868,0,0.467,1771.078,1791.451,0.085,0.219,0.601,0.627,3.654,2.786,4.822,3.07,NaN,0,NaN,0.206,NaN,223,NaN,0.852,0.193,34
social_high_5.m4v,2,2,1,1815.277,1818.277,0,1.035,0.053,1.368,1826.423,1846.431,0.094,0.236,0.345,0.638,1.685,2.336,1.201,2.286,NaN,0,NaN,0.158,NaN,223,NaN,0.852,0.193,35
social_low_1.m4v,2,1,1,1863.43,1866.431,0,2.453,0,0.901,1873.525,1894.334,0,0,0,1,0.951,0.568,1.352,0.618,NaN,0,NaN,0.151,NaN,223,NaN,0.852,0.193,36
heights_high_2.mov,1,2,2,10.061,13.087,0.513,1.102,0.5,0.384,23.36,44.25,0.5,0.5,0.5,0.5,0.984,0.351,0.301,0.351,0.812,0,0.762,0.251,0.806,224,0.626,0.774,0.086,1
social_low_5.m4v,2,1,2,55.762,58.763,0.5,1.102,0.5,0.084,63.704,83.696,0.5,0.5,0.5,0.5,0.718,0.217,0.017,0.05,0.738,0,0.762,0.105,0.713,224,0.766,0.774,0.086,2
social_high_5.m4v,2,2,1,94.188,97.188,0.5,0.484,0.5,0.251,102.681,122.689,0.5,0.5,0.5,0.5,0.868,0.25,0.284,0.25,0.807,0,0.76,0.21,0.756,224,0.762,0.774,0.086,3
social_low_2.mov,2,1,1,133.848,136.849,0.5,0.801,0.5,0.15,141.557,162.917,0.5,0.5,0.5,0.5,0.601,0.234,0.034,0.017,0.755,0,0.83,0,0.766,224,0.739,0.774,0.086,4
spider_low_6.m4v,3,1,2,173.309,176.31,0.498,0.718,0.5,0.017,181.802,202.311,0.612,0.562,0.59,0.466,1.902,0.684,0.484,0.301,0.777,0,0.765,0,0.765,224,0.806,0.774,0.086,5
spider_high_1.mov,3,2,1,215.205,218.205,0.5,1.235,0.5,0.067,223.247,243.239,0.504,0.5,0.5,0.5,14.066,0.017,0.017,0.017,0.722,0,0.701,0.053,0.875,224,0.756,0.774,0.086,6
social_high_3.mov,2,2,2,266.846,269.846,0.5,0.617,0.5,0.117,276.322,296.679,0.51,0.5,0.5,0.5,3.504,0.067,0.017,0.034,0.753,0,0.77,0.103,0.876,224,0.803,0.774,0.086,7
heights_low_3.mov,1,1,2,309.81,312.81,0.503,7.075,0.5,0.017,328.63,347.118,0.5,0.5,0.5,0.5,1.035,0.134,0.067,0.05,0.797,0,0.736,0.057,0.842,224,0.879,0.774,0.086,8
heights_high_6.mov,1,2,1,357.896,360.897,0.5,0.935,0.5,0.067,370.644,391.15,0.5,0.5,0.5,0.5,0.985,0.017,0.034,0.184,0.679,0,0.772,0.205,0.889,224,0.752,0.774,0.086,9
heights_low_2.m4v,1,1,1,401.862,404.862,0.5,0.484,0.5,0.451,414.542,434.549,0.5,0.5,0.5,0.5,0.468,0.267,0.1,0.017,0.817,0,0.736,0.158,0.762,224,0.816,0.774,0.086,10
spider_low_3.m4v,3,1,2,444.909,447.91,0.5,1.335,0.5,0.117,453.102,473.777,0.5,0.5,0.5,0.5,0.835,0.017,0.017,0.017,0.721,0,0.704,0,0.852,224,0.749,0.774,0.086,11
spider_high_3.mov,3,2,1,484.153,487.153,0.5,0.417,0.5,0.217,493.529,513.669,0.5,0.5,0.5,0.5,0.534,0.117,0.017,0.034,NaN,0,0.807,0.052,0.793,224,0.852,0.774,0.086,12
heights_high_1.m4v,1,2,2,616.649,619.65,0.496,2.87,0.5,0.3,631.566,651.974,0.5,0.5,0.5,0.5,0.634,0.1,0.017,0.017,NaN,0,NaN,0.155,NaN,224,NaN,0.774,0.086,13
spider_low_4.m4v,3,1,2,662.233,665.233,0.5,0.468,0.5,0.017,669.458,689.95,0.5,0.5,0.5,0.5,0.684,0.017,0.034,0.084,NaN,0,NaN,0.154,NaN,224,NaN,0.774,0.086,14
spider_low_1.m4v,3,1,1,700.275,703.276,0.5,0.467,0.5,0.25,709.735,729.961,0.5,0.5,0.5,0.5,0.568,0.017,0.15,0.017,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,15
spider_high_4.m4v,3,2,1,740.203,743.203,0.497,2.003,0.5,0.017,749.964,770.438,0.5,0.5,0.5,0.5,1.185,0.017,0.167,0.017,NaN,0,NaN,0.051,NaN,224,NaN,0.774,0.086,16
social_high_4_replacement.mov,2,2,2,781.332,784.332,0.5,0.801,0.5,0.017,788.89,809.179,1,0.5,0.5,0.5,14.35,0.167,0.017,0.017,NaN,0,NaN,0.156,NaN,224,NaN,0.774,0.086,17
social_low_6.m4v,2,1,1,833.222,836.223,0.496,2.219,0.5,0.034,843.217,862.624,0.5,0.5,0.5,0.5,1.686,0.017,0.217,0.017,NaN,0,NaN,0.109,NaN,224,NaN,0.774,0.086,18
social_high_1.mov,2,2,1,874.051,877.051,0.498,3.054,0.5,0.184,886.031,906.104,0.5,0.5,0.5,0.5,6.14,0.084,0.051,0.017,NaN,0,NaN,0.105,NaN,224,NaN,0.774,0.086,19
spider_high_6.mov,3,2,2,921.887,924.887,0.5,1.135,0.5,0.167,929.93,949.552,0.5,0.5,0.5,0.5,0.651,0.084,0.034,0.083,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,20
heights_high_3.m4v,1,2,2,959.896,962.896,0.5,0.684,0.5,0.234,972.543,993.136,0.5,0.5,0.5,0.5,3.687,0.017,0.017,0.183,NaN,0,NaN,0.102,NaN,224,NaN,0.774,0.086,21
heights_low_1.m4v,1,1,1,1006.548,1009.548,0.534,5.356,0.5,0.017,1023.666,1044.676,0.5,0.5,0.5,0.5,1.135,0.017,0.05,0.067,NaN,0,NaN,0.2,NaN,224,NaN,0.774,0.086,22
heights_low_6.m4v,1,1,1,1055.435,1058.436,0.5,1.418,0.5,0.017,1068.616,1086.589,0.5,0.5,0.495,0.5,2.72,0.05,0.117,0.017,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,23
social_low_4.m4v,2,1,2,1098.983,1101.984,0.5,1.635,0.5,0.017,1107.376,1128.085,0.5,0.5,0.5,0.5,1.752,0.017,0.117,1.202,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,24
social_high_6.mov,2,2,2,1224.339,1227.339,0.5,1.385,0.5,0.017,1232.481,1253.021,0.5,0.5,0.5,0.5,7.992,0.1,0.017,0.017,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,25
social_low_1.m4v,2,1,1,1270.64,1273.64,0.5,4.656,0.5,0.017,1282.053,1302.862,0.5,0.5,0.5,0.5,3.788,0.017,0.05,0.017,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,26
heights_high_5.mov,1,2,2,1316.224,1319.224,0.486,9.411,0.5,0.05,1337.43,1357.436,0.191,0.488,0.5,0.5,1.452,1.135,0.084,0.017,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,27
heights_high_4.m4v,1,2,1,1369.616,1372.617,0.5,2.203,0.5,0.017,1383.565,1403.858,0.5,0.5,0.5,0.5,1.018,0.017,0.017,0.05,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,28
heights_low_5.m4v,1,1,1,1414.449,1417.45,0.5,1.652,0.5,0.05,1427.898,1447.889,0.5,0.5,0.5,0.5,0.651,0.034,0.017,0.017,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,29
spider_low_2.mov,3,1,2,1458.098,1461.098,0.5,1.051,0.5,0.217,1466.106,1486.663,0.5,0.5,0.5,0.5,1.051,0.2,0.034,0.017,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,30
spider_high_5.m4v,3,2,1,1497.458,1500.458,0.508,1.352,0.471,0.317,1507.869,1528.361,0.5,0.5,0.5,0.5,0.634,0.017,0.501,0.017,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,31
spider_high_2.m4v,3,2,1,1539.021,1542.021,0.5,1.302,0.5,0.017,1548.081,1568.105,0.5,0.5,0.5,0.5,1.335,0.017,0.017,0.017,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,32
heights_low_4.m4v,1,1,2,1578.982,1581.982,0.5,0.651,0.5,0.184,1591.562,1612.571,0.5,0.5,0.5,0.5,0.451,0.117,0.034,0.017,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,33
social_low_3.m4v,2,1,2,1622.68,1625.68,0.5,2.336,0.5,0.05,1632.808,1652.949,0.5,0.5,0.5,0.5,1.886,0.017,0.017,0.284,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,34
social_high_2.mov,2,2,1,1664.643,1667.643,0.472,1.335,0.5,0.251,1674.954,1695.911,0.511,0.5,0.5,0.5,2.219,0.017,0.017,0.017,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,35
spider_low_5.mov,3,1,2,1707.674,1710.674,0.5,2.219,0.5,0.017,1716.651,1736.974,0.5,0.5,0.5,0.5,1.418,0.017,0.017,0.017,NaN,0,NaN,0,NaN,224,NaN,0.774,0.086,36
social_high_2.mov,2,2,2,10.061,13.086,0.057,2.32,0.058,1.035,21.224,42.198,0.239,0.363,0.314,0.088,1.585,0.984,1.219,1.268,0.684,0,0.87,0.05,0.829,225,0.662,0.811,0.055,1
social_low_5.m4v,2,1,1,56.78,59.781,0.139,2.353,0.126,0.834,68.71,88.702,0.071,0.023,0.02,0.501,1.569,1.385,1.385,2.236,0.754,0,0.816,0.053,0.829,225,0.807,0.811,0.055,2
spider_high_5.m4v,3,2,2,104.783,107.783,0.144,1.385,0.07,1.202,114.127,134.636,0.269,0.257,0.273,0.342,1.885,1.368,2.152,1.752,0.743,0,0.784,0.051,0.78,225,0.761,0.811,0.055,3
spider_high_4.m4v,3,2,1,151.284,154.285,0.224,1.102,0.234,0.701,160.828,181.287,0.288,0.262,0.295,0.274,2.286,0.784,0.701,0.851,0.765,0,0.842,0.051,0.837,225,0.73,0.811,0.055,4
spider_low_3.m4v,3,1,1,195.416,198.418,0.254,1.585,0.241,0.617,204.377,225.053,0.125,0.117,0.108,0.424,1.335,0.884,1.051,1.819,0.68,0,0.795,0.051,0.809,225,0.821,0.811,0.055,5
social_high_4_replacement.mov,2,2,2,239.648,242.649,0.151,2.103,0.335,0.667,249.159,269.465,0.522,0.472,0.522,0.195,2.253,0.818,2.703,1.485,0.587,0,0.826,0,0.78,225,0.751,0.811,0.055,6
social_low_1.m4v,2,1,1,286.217,289.217,0.235,1.001,0.296,1.535,295.493,316.32,0,0,0.02,0.499,0.951,0.718,0.968,2.252,0.742,0,0.714,0.151,0.838,225,0.765,0.811,0.055,7
heights_high_5.mov,1,2,2,330.716,333.716,0.58,1.201,0.185,2.319,345.983,365.989,0.4,0.291,0.404,0.51,3.404,1.852,1.452,2.353,0.721,0,0.757,0.105,0.806,225,0.753,0.811,0.055,8
spider_low_6.m4v,3,1,2,384.559,387.559,0.306,1.986,0.037,1.869,397.156,417.682,0.083,0.058,0.049,0.396,2.002,1.235,0.734,1.919,0.669,0,0.79,0.051,0.724,225,0.77,0.811,0.055,9
heights_low_3.mov,1,1,2,433.062,436.063,0.403,1.485,0.087,1.118,447.411,465.932,0,0,0,0.86,1.502,0.784,1.084,1.785,0.814,0,0.827,0.171,0.818,225,0.872,0.811,0.055,10
heights_low_5.m4v,1,1,1,480.582,483.582,0.171,3.27,0.246,0.784,496.382,516.374,0.322,0.216,0.262,0.528,1.552,2.103,3.754,2.62,0.658,0,0.837,0,0.824,225,0.712,0.811,0.055,11
heights_high_2.mov,1,2,1,535.893,538.893,0.257,1.135,0.195,0.717,549.491,570.365,0.587,0.612,0.57,0.385,1.585,1.518,1.869,1.852,0.837,0,0.882,0.101,0.835,225,0.857,0.811,0.055,12
heights_low_6.m4v,1,1,2,660.08,663.081,0.216,0.951,0.311,0.567,673.344,691.351,0.252,0.123,0.211,0.52,1.135,0.834,0.951,1.702,NaN,0,NaN,0.118,NaN,225,NaN,0.811,0.055,13
heights_high_4.m4v,1,2,1,705.463,708.464,0.328,0.768,0.116,0.968,718.945,739.235,0.612,0.568,0.631,0.369,1.869,1.268,1.368,1.335,NaN,0,NaN,0.052,NaN,225,0.815,0.811,0.055,14
heights_low_2.m4v,1,1,1,754.568,757.568,0.539,0.885,0.109,0.768,767.966,787.974,0.038,0.021,0.03,0.955,1.719,0.718,1.302,1.068,NaN,0,NaN,0.053,NaN,225,NaN,0.811,0.055,15
spider_low_4.m4v,3,1,2,802.271,805.271,0.369,1.519,0.079,1.001,813.533,834.042,0.074,0.025,0.107,0.383,0.784,0.584,1.035,1.685,NaN,0,NaN,0.154,0.819,225,NaN,0.811,0.055,16
spider_high_6.mov,3,2,1,847.621,850.621,0.109,1.185,0.063,1.018,856.564,876.186,0.349,0.225,0.338,0.17,1.302,1.268,0.918,1.802,0.788,0,0.881,0,0.861,225,0.738,0.811,0.055,17
social_high_1.mov,2,2,2,890.985,893.986,0.116,0.901,0.034,0.617,901.246,921.32,0.073,0.054,0.535,0.808,1.452,1.535,2.236,1.519,0.65,0,0.766,0.052,0.812,225,0.798,0.811,0.055,18
social_low_3.m4v,2,1,1,937.553,940.554,0.048,1.568,0.038,0.901,946.763,966.906,0.024,0,0.034,0.709,1.585,1.051,1.051,1.402,0.832,0,0.857,0,0.854,225,0.839,0.811,0.055,19
heights_high_3.m4v,1,2,2,981.485,984.486,0.543,0.834,0.063,0.734,994.783,1015.392,0.73,0.631,0.624,0.248,1.585,1.852,1.218,1.535,0.836,0,0.865,0.102,0.873,225,0.812,0.811,0.055,20
spider_low_5.mov,3,1,2,1031.074,1034.074,0.238,1.352,0.048,0.601,1039.766,1060.106,0.418,0.21,0.317,0.227,1.218,1.051,1.352,1.285,0.812,0,0.83,0.103,0.721,225,0.704,0.811,0.055,21
