video,video_condition,im_condition,pred_val,word_start,word_end,resp_exp_fear,rt_exp_fear,resp_current_anxiety,rt_current_anxiety,video_start,video_end,resp_fear,resp_anxiety,resp_arousal,resp_valence,rt_fear,rt_anxiety,rt_arousal,rt_valence,anticipation_hp,anticipation_scr_events,video_hp,video_scr,hp_video_ratings,participant_num,hp_base_anticipation,base_ECG,base_scr,trial_num
spider_high_2.m4v,3,2,1,1074.505,1077.505,0.24,1.318,0.154,0.667,1084.232,1104.291,0.235,0.29,0.189,0.208,1.018,0.634,1.402,0.918,0.776,0,0.837,0,0.858,225,0.744,0.811,0.055,22
social_low_2.mov,2,1,2,1117.753,1120.753,0.283,1.101,0.17,0.868,1126.462,1147.805,0.675,0.641,0.622,0.227,1.619,0.767,1.702,1.151,0.793,0,0.818,0,0.837,225,0.857,0.811,0.055,23
social_high_3.mov,2,2,1,1162.536,1165.536,0.118,1.185,0.086,0.501,1171.962,1192.335,0.667,0.689,0.542,0.316,1.485,1.368,1.402,1.502,0.647,0,0.835,0,0.847,225,0.725,0.811,0.055,24
spider_high_3.mov,3,2,2,1281,1284,0.163,1.001,0.078,0.701,1291.445,1311.568,0.152,0.09,0.158,0.204,3.538,0.601,0.701,1.001,NaN,0,NaN,0.209,NaN,225,NaN,0.811,0.055,25
heights_low_1.m4v,1,1,2,1326.901,1329.901,0.462,3.187,0.341,1.669,1343.502,1364.495,0.178,0.252,0.113,0.652,1.285,0.618,0.734,1.919,NaN,0,NaN,0.1,NaN,225,NaN,0.811,0.055,26
heights_high_1.m4v,1,2,1,1378.541,1381.541,0.223,1.335,0.22,0.568,1392.189,1412.581,0.687,0.726,0.695,0.295,1.652,1.952,0.951,1.335,0.82,0,NaN,0.155,NaN,225,0.853,0.811,0.055,27
social_high_6.mov,2,2,2,1427.962,1430.963,0.182,2.303,0.089,0.934,1439.925,1460.449,0.355,0.604,0.311,0.265,3.437,1.736,1.101,1.051,0.902,0,NaN,0.051,NaN,225,0.908,0.811,0.055,28
social_low_4.m4v,2,1,1,1477.267,1480.267,0.255,2.119,0.165,0.935,1487.061,1507.787,0,0,0,1,0.935,0.601,0.651,2.052,NaN,0,NaN,0.152,NaN,225,NaN,0.811,0.055,29
spider_low_2.mov,3,1,2,1521.516,1524.516,0.148,1.485,0.223,0.467,1530.209,1550.765,0.09,0.146,0.178,0.493,1.719,0.801,1.418,1.819,0.641,0,NaN,0,NaN,225,0.81,0.811,0.055,30
spider_low_1.m4v,3,1,1,1566.015,1569.015,0.007,0.951,0.204,0.801,1575.509,1595.733,0.101,0.047,0.048,0.456,2.303,1.001,0.985,1.585,NaN,0,NaN,0.104,0.768,225,NaN,0.811,0.055,31
spider_high_1.mov,3,2,1,1611.098,1614.098,0.125,1.051,0.067,0.834,1619.724,1639.73,0.293,0.274,0.408,0.156,1.585,0.717,1.185,1.552,NaN,0,NaN,0.053,0.844,225,0.829,0.811,0.055,32
social_high_5.m4v,2,2,2,1654.263,1657.263,0.005,1.068,0.115,0.951,1663.022,1683.031,0.641,0.653,0.608,0.3,1.452,0.951,1.435,1.619,0.81,0,0.88,0,0.882,225,0.86,0.811,0.055,33
social_low_6.m4v,2,1,1,1697.977,1700.978,0.347,1.151,0.049,0.951,1707.822,1727.229,0.303,0.224,0.398,0.242,1.001,0.584,1.318,0.868,0.634,0,0.778,0.054,0.861,225,0.627,0.811,0.055,34
heights_low_4.m4v,1,1,2,1740.491,1743.492,0.373,0.818,0.23,0.584,1753.639,1774.664,0.282,0.317,0.203,0.586,1.135,0.968,0.517,1.702,0.863,0,NaN,0.05,0.864,225,0.827,0.811,0.055,35
heights_high_6.mov,1,2,1,1788.478,1791.478,0.243,1.502,0.23,0.701,1802.426,1822.933,0.771,0.694,0.767,0.304,1.585,1.001,0.934,1.669,0.789,0,NaN,0.205,0.845,225,0.858,0.811,0.055,36
social_high_2.mov,2,2,2,10.061,13.088,0,2.136,0,0.851,20.874,41.814,0,0,0.737,0.521,2.77,0.601,1.702,1.385,0.709,NaN,0.751,NaN,0.811,226,0.725,0.755,NaN,1
social_low_4.m4v,2,1,1,57.797,60.798,0,0.651,0,0.451,65.657,86.399,0,0,0.305,0.131,2.403,0.751,1.319,0.651,0.695,NaN,NaN,NaN,0.721,226,0.671,0.755,NaN,2
spider_high_1.mov,3,2,2,101.029,104.03,0.151,2.153,0.203,1.919,111.857,131.864,0,0,0.199,0.506,2.837,1.102,3.771,1.235,0.684,NaN,0.705,NaN,0.695,226,0.717,0.755,NaN,3
heights_high_2.mov,1,2,2,150.316,153.317,0,0.718,0,0.951,163.731,184.606,0,0,0,0.5,2.019,0.451,0.601,0.017,0.68,NaN,0.729,NaN,0.674,226,0.662,0.755,NaN,4
heights_low_2.m4v,1,1,1,197.202,200.203,0,0.985,0,0.584,210.517,230.526,0,0,0.309,0.998,1.602,0.417,1.569,1.218,0.725,NaN,0.722,NaN,0.666,226,0.72,0.755,NaN,5
spider_low_5.mov,3,1,2,244.838,247.838,0,2.103,0,1.035,254.716,275.057,0,0,0.316,0.481,2.102,0.567,1.702,1.602,0.693,NaN,NaN,NaN,0.697,226,0.797,0.755,NaN,6
spider_high_3.mov,3,2,1,290.522,293.522,0,1.769,0,0.367,300.399,320.539,0,0,0.772,0.685,1.869,0.434,1.569,0.584,0.701,NaN,0.709,NaN,0.674,226,0.68,0.755,NaN,7
spider_low_3.m4v,3,1,1,334.487,337.487,0,0.735,0,0.334,344.298,364.974,0,0.048,0.622,0.411,1.485,1.218,1.035,1.085,0.629,NaN,0.732,NaN,0.719,226,0.695,0.755,NaN,8
heights_high_5.mov,1,2,2,379.286,382.287,0,0.584,0,0.301,391.917,411.94,0.048,0,0,0.758,1.001,0.584,1.686,1.819,0.703,NaN,0.691,NaN,0.685,226,0.708,0.755,NaN,9
heights_low_4.m4v,1,1,1,426.522,429.523,0,0.417,0,0.568,439.253,460.294,0,0,0.305,0.945,1.285,0.517,1.118,0.467,0.715,NaN,0.719,NaN,0.693,226,0.691,0.755,NaN,10
social_high_1.mov,2,2,2,473.191,476.191,0,0.935,0,0.401,483.269,503.341,0,0,0.665,0.656,1.919,0.568,1.352,1.118,0.683,NaN,0.7,NaN,0.72,226,0.721,0.755,NaN,11
social_low_5.m4v,2,1,1,517.79,520.79,0,1.602,0,0.3,526.433,546.407,0,0,0.532,0.342,0.901,0.501,1.202,0.968,0.707,NaN,0.734,NaN,0.71,226,0.721,0.755,NaN,12
social_low_6.m4v,2,1,2,641.527,644.527,0,0.835,0,0.384,651.488,670.912,0,0,0.295,0.054,1.535,0.384,0.951,1.686,0.733,NaN,0.76,NaN,0.731,226,0.747,0.755,NaN,13
spider_low_1.m4v,3,1,2,684.958,687.959,0,1.318,0,0.618,695.637,715.862,0,0,0,0.227,1.936,0.334,0.618,0.835,0.758,NaN,0.722,NaN,0.702,226,0.725,0.755,NaN,14
spider_high_6.mov,3,2,1,729.074,732.074,0,1.953,0.373,0.084,737.85,757.489,0,0,0,0.414,2.587,0.484,0.784,0.751,0.754,NaN,0.751,NaN,0.715,226,0.733,0.755,NaN,15
spider_high_4.m4v,3,2,1,771.588,774.588,0,0.934,0,1.001,781.265,801.725,0,0,0,0.492,1.952,1.218,1.602,1.235,0.718,NaN,0.736,NaN,0.69,226,0.68,0.755,NaN,16
social_high_5.m4v,2,2,2,817.222,820.222,0,2.169,0,0.534,826.649,846.657,0,0.059,0,0,2.937,0.584,1.085,1.302,0.696,NaN,0.708,NaN,0.732,226,0.714,0.755,NaN,17
social_low_2.mov,2,1,1,862.055,865.055,0,1.302,0,0.617,871.715,893.075,0,0,0,0,14.316,0.367,1.419,0.617,0.749,NaN,0.728,NaN,0.748,226,0.718,0.755,NaN,18
social_high_3.mov,2,2,1,919.285,922.285,0,6.124,0,0.451,932.6,952.989,0,0,0.223,0.214,4.655,0.601,0.901,0.801,0.766,NaN,0.765,NaN,0.756,226,0.744,0.755,NaN,19
heights_high_1.m4v,1,2,2,969.457,972.458,0,7.926,0,0.434,989.563,1009.971,0,0,0.16,0,4.939,0.301,0.584,0.651,0.728,NaN,0.756,NaN,0.727,226,0.686,0.755,NaN,20
spider_low_4.m4v,3,1,2,1025.936,1028.936,0,1.802,0,0.467,1034.946,1055.438,0,0,0.052,0.418,7.959,0.551,2.369,0.518,0.768,NaN,0.682,NaN,0.717,226,0.68,0.755,NaN,21
heights_low_3.mov,1,1,2,1076.325,1079.326,0,0.851,0,0.634,1089.557,1108.061,0,0,0.377,0.828,0.885,0.651,1.685,0.651,0.695,NaN,0.726,NaN,0.783,226,0.732,0.755,NaN,22
heights_low_6.m4v,1,1,1,1121.425,1124.426,0,4.054,0,0.367,1137.593,1155.6,0,0,0.068,0.421,2.153,1.101,1.185,2.369,0.765,NaN,0.698,NaN,0.715,226,0.727,0.755,NaN,23
heights_high_6.mov,1,2,1,1171.898,1174.898,0,7.041,0,0.417,1191.103,1211.593,0,0,0.503,1,2.52,0.351,0.434,0.501,NaN,NaN,NaN,NaN,NaN,226,0.728,0.755,NaN,24
heights_low_3.mov,1,1,2,10.061,13.087,0.783,9.344,0.781,2.036,33.271,51.775,0.321,0.345,0.364,0.63,6.491,1.235,2.487,4.539,0.593,0,0.633,0.057,0.643,229,0.58,0.617,0.11,1
social_high_1.mov,2,2,2,76.051,79.052,0.505,2.62,0.5,0.684,86.113,106.186,0.5,0.498,0.594,0.398,4.622,4.272,3.004,1.835,0.628,0,0.652,0.105,0.668,229,0.598,0.617,0.11,2
social_high_4_replacement.mov,2,2,1,129.427,132.427,0.5,1.986,0.5,0.651,140.822,161.128,0.595,0.602,0.621,0.393,2.036,1.535,5.122,3.804,0.648,0,0.665,0.104,0.67,229,0.629,0.617,0.11,3
spider_high_5.m4v,3,2,2,183.119,186.12,0.835,2.286,0.838,2.069,194.215,214.725,0.866,0.893,0.884,0.118,1.535,1.719,1.969,1.986,0.638,0,0.616,0.103,0.658,229,0.696,0.617,0.11,4
heights_high_6.mov,1,2,2,231.44,234.442,0.71,8.843,0.692,1.352,253.381,273.888,0.691,0.701,0.687,0.374,4.038,2.82,3.17,1.935,0.638,0,0.654,0.205,0.666,229,0.639,0.617,0.11,5
heights_high_2.mov,1,2,1,295.36,298.361,0.69,2.57,0.682,1.419,311.095,331.969,0.687,0.701,0.692,0.384,2.453,1.969,1.418,3.02,0.606,0,0.651,0.252,0.645,229,0.602,0.617,0.11,6
heights_low_4.m4v,1,1,1,350.321,353.321,0.642,7.258,0.602,3.704,373.029,394.056,0.5,0.5,0.5,0.5,2.503,1.418,2.92,1.735,0.641,0,0.652,0.05,0.654,229,0.631,0.617,0.11,7
spider_high_1.mov,3,2,2,412.123,415.125,0.929,1.869,0.924,1.435,422.167,442.156,0.872,0.847,0.825,0.225,1.836,3.638,1.518,3.721,0.61,0,0.605,0.053,0.646,229,0.598,0.617,0.11,8
spider_low_5.mov,3,1,1,462.361,465.362,0.91,2.787,0.948,1.402,474.291,494.631,0.765,0.742,0.726,0.288,4.706,2.353,4.672,2.82,0.647,0,0.643,0.052,0.663,229,0.634,0.617,0.11,9
spider_low_2.mov,3,1,1,518.674,521.674,0.84,2.52,0.836,1.619,531.555,552.078,0.767,0.752,0.767,0.384,2.286,2.503,3.487,3.738,0.603,0,0.644,0,0.633,229,0.638,0.617,0.11,10
social_low_2.mov,2,1,2,573.585,576.585,0.528,2.57,0.502,0.901,583.796,605.138,0.618,0.616,0.603,0.461,2.837,0.968,2.62,8.66,0.615,0,0.628,0.049,0.648,229,0.603,0.617,0.11,11
social_low_4.m4v,2,1,1,629.713,632.714,0.541,2.353,0.5,2.053,641.86,662.586,0.305,0.3,0.624,0.811,2.069,1.452,3.688,2.202,0.604,0,0.623,0.152,0.681,229,0.616,0.617,0.11,12
social_high_3.mov,2,2,2,756.237,759.237,0.517,2.403,0.5,0.567,767.95,788.323,0.535,0.616,0.584,0.437,5.206,1.619,3.354,3.871,0.572,0,0.6,0.052,0.655,229,0.544,0.617,0.11,13
social_high_5.m4v,2,2,1,811.865,814.865,0.5,1.118,0.5,1.235,821.959,841.968,0.5,0.5,0.5,0.5,1.318,0.667,0.017,2.119,0.619,0,0.666,0,0.715,229,0.602,0.617,0.11,14
social_low_1.m4v,2,1,1,855.58,858.58,0.5,1.051,0.5,0.284,863.655,884.481,0.199,0.199,0.363,0.748,1.552,1.485,7.141,2.153,0.616,0,0.65,0.202,0.673,229,0.644,0.617,0.11,15
spider_high_2.m4v,3,2,2,906.303,909.303,0.872,1.369,0.868,1.502,915.913,935.954,0.814,0.821,0.875,0.193,10.262,1.552,2.453,3.404,0.605,0,0.626,0.158,0.658,229,0.608,0.617,0.11,16
heights_low_2.m4v,1,1,2,963.132,966.133,0.673,3.754,0.739,2.92,981.552,1001.543,0.072,0.062,0.678,0.869,5.289,1.485,3.871,1.502,0.639,0,0.69,0,0.685,229,0.61,0.617,0.11,17
heights_high_4.m4v,1,2,1,1023.182,1026.182,0.659,2.186,0.639,1.335,1038.448,1058.739,0.627,0.622,0.606,0.356,3.02,4.121,1.752,1.919,0.661,0,0.688,0.052,0.661,229,0.677,0.617,0.11,18
heights_low_1.m4v,1,1,1,1079.06,1082.061,0.622,4.222,0.586,2.153,1097.18,1118.19,0.362,0.322,0.617,0.68,2.87,3.838,7.692,4.522,0.646,0,0.667,0.05,0.664,229,0.599,0.617,0.11,19
spider_low_1.m4v,3,1,2,1146.602,1149.602,0.751,3.237,0.763,1.919,1160.5,1180.707,0.64,0.655,0.73,0.341,1.819,1.335,3.571,2.753,0.605,0,0.636,0.104,0.66,229,0.625,0.617,0.11,20
spider_high_3.mov,3,2,1,1199.677,1202.677,0.804,1.368,0.751,3.788,1211.557,1231.68,0.81,0.818,0.85,0.175,1.752,2.169,2.369,4.272,0.609,0,0.637,0.105,0.675,229,0.59,0.617,0.11,21
spider_low_4.m4v,3,1,1,1251.735,1254.735,0.854,1.518,0.86,1.452,1262.43,1282.922,0.694,0.713,0.727,0.32,1.985,1.752,1.785,2.687,0.677,0,0.683,0,0.69,229,0.66,0.617,0.11,22
heights_high_5.mov,1,2,2,1300.622,1303.622,0.653,3.905,0.609,3.037,1319.309,1339.315,0.61,0.627,0.647,0.337,2.837,1.352,1.785,1.619,0.655,0,0.718,0.158,0.677,229,0.603,0.617,0.11,23
social_low_6.m4v,2,1,2,1356.4,1359.401,0.5,1.635,0.5,0.417,1365.193,1384.602,0.5,0.5,0.5,0.452,3.604,0.301,3.771,1.869,0.636,0,0.645,0.163,0.669,229,0.624,0.617,0.11,24
spider_high_6.mov,3,2,2,1477.284,1480.284,0.856,4.005,0.754,1.569,1489.598,1509.22,0.783,0.5,0.74,0.281,2.937,0.017,2.603,3.321,0.607,0,0.63,0.054,0.663,229,0.605,0.617,0.11,25
social_high_2.mov,2,2,2,1527.59,1530.59,0.526,2.319,0.541,3.937,1540.587,1561.528,0.656,0.683,0.726,0.201,3.487,1.552,1.819,3.838,0.607,0,0.662,0.05,0.669,229,0.611,0.617,0.11,26
social_low_3.m4v,2,1,1,1581.716,1584.717,0.5,1.151,0.5,1.034,1592.645,1612.77,0.5,0.594,0.62,0.495,4.388,3.821,1.819,5.84,0.639,0,0.664,0.157,0.625,229,0.615,0.617,0.11,27
spider_low_6.m4v,3,1,2,1638.129,1641.129,0.86,1.168,0.714,2.536,1649.575,1670.084,0.66,0.708,0.675,0.387,1.819,2.136,3.604,2.486,0.562,0,0.609,0.051,0.663,229,0.591,0.617,0.11,28
spider_low_3.m4v,3,1,1,1689.619,1692.619,0.867,2.186,0.777,1.819,1702.367,1723.026,0.855,0.841,0.849,0.18,1.986,1.869,1.852,3.821,0.618,0,0.599,0.102,0.643,229,0.618,0.617,0.11,29
spider_high_4.m4v,3,2,1,1742.044,1745.044,0.882,1.118,0.872,1.185,1751.07,1771.546,0.898,0.918,0.902,0.065,2.253,0.951,1.869,1.669,0.624,0,0.677,0,0.668,229,0.603,0.617,0.11,30
heights_low_5.m4v,1,1,2,1787.778,1790.778,0.62,1.302,0.636,2.653,1803.478,1823.453,0.615,0.611,0.656,0.405,1.936,1.118,1.285,3.004,0.646,0,0.631,0.105,0.671,229,0.636,0.617,0.11,31
social_low_5.m4v,2,1,2,1840.286,1843.286,0.5,0.934,0.5,0.334,1848.278,1868.253,0.176,0.152,0.578,0.767,3.554,1.969,5.406,2.336,0.584,0,0.607,0.105,0.637,229,0.554,0.617,0.11,32
social_high_6.mov,2,2,1,1891.008,1894.009,0.471,2.386,0.444,2.202,1903.339,1923.879,0.612,0.631,0.641,0.298,3.004,1.068,1.452,2.787,0.606,0,0.67,0,0.687,229,0.622,0.617,0.11,33
heights_high_3.m4v,1,2,2,1941.681,1944.681,0.581,2.903,0.576,1.702,1958.033,1978.64,0.661,0.725,0.786,0.333,1.786,1.819,3.237,2.453,0.68,0,0.696,0.102,0.684,229,0.616,0.617,0.11,34
heights_low_6.m4v,1,1,1,1997.426,2000.426,0.619,1.168,0.602,1.552,2011.892,2029.898,0.5,0.5,0.544,0.57,2.853,0.618,5.573,2.27,0.658,0,0.698,0,0.705,229,0.658,0.617,0.11,35
heights_high_1.m4v,1,2,1,2050.702,2053.702,0.577,5.606,0.531,2.036,2070.09,2090.497,0.55,0.554,0.556,0.432,3.838,0.951,2.586,4.355,0.661,0,0.643,0.052,0.661,229,0.665,0.617,0.11,36
heights_high_5.mov,1,2,2,10.078,13.104,0,3.287,0,1.385,26.563,46.569,0.001,0.005,0.826,0.787,3.371,1.735,4.639,2.019,0.826,0,0.819,0.105,0.972,230,0.816,0.849,0.062,1
heights_high_2.mov,1,2,1,67.825,70.825,0,1.368,0,0.884,81.824,102.698,0.589,0.731,0.891,0.223,3.788,1.669,2.203,1.535,0.918,0,0.88,0.151,0.904,230,0.791,0.849,0.062,2
heights_low_2.m4v,1,1,1,121.401,124.401,0.071,6.841,0.074,1.902,141.89,161.916,0,0,0.676,1,1.285,0.985,3.571,1.268,0.854,0,0.879,0.053,0.885,230,0.749,0.849,0.062,3
spider_high_6.mov,3,2,2,178.531,181.531,0,3.087,0,0.851,191.212,210.851,0,0,0.757,0.285,2.603,1.051,2.153,1.385,0.712,0,0.81,0.107,0.877,230,0.772,0.849,0.062,4
social_high_1.mov,2,2,2,227.552,230.553,0,3.004,0.023,2.486,239.799,259.873,0.056,0.131,0.899,1,3.087,1.068,2.103,1.235,0.791,0,0.86,0.105,0.787,230,0.978,0.849,0.062,5
social_high_4_replacement.mov,2,2,1,276.873,279.873,0,4.238,0.022,1.819,291.673,311.981,0.153,0.213,0.738,0.183,2.269,1.669,1.719,1.635,0.853,0,0.804,0.104,0.844,230,0.801,0.849,0.062,6
heights_low_1.m4v,1,1,2,328.763,331.764,0.074,4.622,0.059,1.852,346.983,367.993,0,0,0.74,0.949,2.353,1.635,1.735,1.051,0.761,0,0.827,0.05,0.871,230,0.688,0.849,0.062,7
spider_low_3.m4v,3,1,2,384.258,387.261,0,1.185,0,1.152,393.335,414.01,0,0,0.876,1,2.036,3.804,1.385,0.634,0.699,0,0.799,0.051,0.845,230,0.824,0.849,0.062,8
spider_high_4.m4v,3,2,1,431.36,434.36,0,2.186,0,0.834,441.121,461.596,0.001,0.05,0.891,0.367,4.155,1.252,1.418,2.62,0.842,0,0.93,0.051,0.88,230,0.948,0.849,0.062,9
spider_low_1.m4v,3,1,1,480.531,483.531,0,1.902,0,1.635,491.81,512.033,0.004,0.091,0.912,0.464,3.321,1.101,1.502,1.919,0.743,0,0.922,0.104,0.965,230,0.886,0.849,0.062,10
social_low_3.m4v,2,1,2,529.368,532.369,0,4.772,0,0.884,541.765,561.924,0,0,0.428,0.714,2.937,1.001,9.577,2.436,0.795,0,0.789,0.052,0.924,230,0.945,0.849,0.062,11
social_low_4.m4v,2,1,1,587.366,590.366,0,2.253,0,1.035,598.394,619.137,0,0,0.69,0.861,2.887,0.885,1.402,0.818,0.781,0,0.922,0.152,0.944,230,0.707,0.849,0.062,12
social_low_5.m4v,2,1,2,707.165,710.165,0,2.153,0,1.352,718.411,738.386,0,0,0.207,0.684,2.236,0.985,1.118,1.035,0.637,0,0.712,0.158,0.755,230,0.756,0.849,0.062,13
heights_low_5.m4v,1,1,2,753.266,756.266,0,1.185,0,1.135,767.331,787.323,0,0,0.865,1,2.336,0.834,1.218,1.085,0.725,0,0.78,0.158,0.865,230,0.911,0.849,0.062,14
heights_low_6.m4v,1,1,1,802.287,805.287,0,1.001,0,0.968,816.002,833.991,0,0,0.803,1,2.67,1.151,1.302,0.434,0.749,0,0.786,0.059,0.79,230,0.745,0.849,0.062,15
spider_high_3.mov,3,2,2,849.038,852.039,0,2.737,0.005,1.719,860.234,880.357,0,0,0.823,0.723,2.653,1.168,1.185,1.635,0.72,0,0.742,0.105,0.997,230,0.743,0.849,0.062,16
social_high_6.mov,2,2,2,896.491,899.491,0,2.603,0,0.918,908.754,929.294,0.672,0.789,0.771,0,3.17,1.252,1.735,2.002,0.803,0,0.787,0.051,0.887,230,1.01,0.849,0.062,17
social_low_6.m4v,2,1,1,946.947,949.947,0.092,4.388,0.161,1.435,959.51,978.935,0.08,0.059,0.858,0.856,4.338,1.368,1.135,0.718,0.768,0,0.883,0.109,0.792,230,0.845,0.849,0.062,18
social_high_2.mov,2,2,1,995.984,998.984,0.005,2.369,0,0.734,1005.828,1026.802,0.728,0.738,0.736,0,5.573,1.335,1.352,0.5,0.784,0,1.017,0.05,NaN,230,1.029,0.849,0.062,19
heights_high_3.m4v,1,2,2,1045.055,1048.055,0,2.353,0,0.851,1060.005,1080.631,0.124,0.683,0.755,0.157,2.403,1.986,1.085,0.484,1.02,0,0.957,0.102,0.9,230,1.031,0.849,0.062,20
heights_high_6.mov,1,2,1,1096.078,1099.078,0.18,2.503,0.334,2.169,1112.496,1133.003,0.595,0.793,0.678,0,4.105,1.185,2.52,1.819,0.891,0,0.973,0.154,0.932,230,0.928,0.849,0.062,21
spider_low_4.m4v,3,1,2,1152.123,1155.124,0,2.453,0,0.734,1162.051,1182.561,0,0,0.778,0.704,2.753,0.718,0.985,0.317,0.632,0,0.912,0.051,0.902,230,0.693,0.849,0.062,22
spider_high_2.m4v,3,2,1,1196.823,1199.823,0,1.986,0,0.701,1207.251,1227.293,0,0,0.724,0.691,2.42,0.601,1.168,0.651,0.818,0,0.812,0.105,0.842,230,0.979,0.849,0.062,23
spider_low_2.mov,3,1,1,1241.622,1244.623,0,1.969,0,0.851,1253.185,1273.742,0,0,0.824,0.913,2.62,0.734,1.035,1.101,0.748,0,0.759,0.051,0.947,230,0.721,0.849,0.062,24
social_high_3.mov,2,2,2,1368.846,1371.847,0.007,1.085,0,0.951,1377.623,1397.996,0.384,0.355,0.219,0.35,4.421,1.502,1.385,2.119,0.843,0,0.871,0.103,0.893,230,0.827,0.849,0.062,25
social_low_1.m4v,2,1,1,1416.916,1419.916,0,2.403,0,1.785,1427.845,1448.654,0,0,0.842,0.899,2.003,0.817,0.935,0.651,0.6,0,0.796,0.101,0.823,230,0.729,0.849,0.062,26
heights_low_4.m4v,1,1,2,1462.55,1465.55,0,2.269,0,0.968,1477.533,1498.557,0.01,0,0.799,1,1.919,0.968,0.918,0.634,0.88,0,0.822,0.15,0.834,230,0.871,0.849,0.062,27
heights_high_4.m4v,1,2,1,1512.488,1515.488,0,1.185,0,1.852,1527.271,1547.563,0.05,0.041,0.872,0.548,2.27,1.168,1.152,3.638,0.909,0,0.888,0,0.844,230,0.891,0.849,0.062,28
heights_low_3.mov,1,1,1,1565.28,1568.28,0,2.803,0,0.901,1580.731,1599.235,0,0,0.777,0.901,1.769,1.118,0.801,0.885,0.72,0,0.827,0.171,0.827,230,1.026,0.849,0.062,29
spider_low_6.m4v,3,1,2,1613.3,1616.3,0,1.802,0,0.668,1623.511,1644.037,0.082,0.05,0.743,0.485,3.004,2.186,1.352,0.484,0.82,0,0.88,0.051,0.849,230,0.86,0.849,0.062,30
social_low_2.mov,2,1,2,1660.552,1663.552,0,5.156,0,1.802,1676.253,1697.579,0.669,0.738,0.275,0.086,3.637,1.352,8.693,1.869,0.854,0,0.894,0.049,0.909,230,0.822,0.849,0.062,31
social_high_5.m4v,2,2,1,1722.621,1725.621,0.046,4.405,0.058,1.418,1736.186,1756.194,0.591,0.677,0.267,0.222,4.639,1.151,1.769,1.035,0.867,0,0.84,0,0.812,230,0.685,0.849,0.062,32
heights_high_1.m4v,1,2,2,1774.278,1777.278,0,0.784,0,0.718,1787.526,1807.934,0.606,0.753,0.651,0.128,2.87,1.201,1.669,1.385,0.884,0,0.921,0.103,0.994,230,0.98,0.849,0.062,33
spider_high_1.mov,3,2,2,1824.55,1827.55,0,2.286,0,1.319,1836.897,1856.903,0.364,0.62,0.583,0.384,4.222,0.918,1.385,2.303,0.838,0,0.961,0.105,0.95,230,0.825,0.849,0.062,34
spider_low_5.mov,3,1,1,1875.223,1878.223,0,2.053,0,1.552,1885.567,1905.891,0.588,0.71,0.778,0.029,4.755,0.834,1.585,1.385,0.825,0,0.891,0.052,0.938,230,0.93,0.849,0.062,35
spider_high_5.m4v,3,2,1,1923.943,1926.943,0,2.236,0.058,0.801,1933.721,1954.213,0.272,0.471,0.695,0.385,3.254,2.637,2.453,0.751,0.983,0,0.956,0.051,0.874,230,1.029,0.849,0.062,36
heights_high_1.m4v,1,2,2,10.061,13.087,0.352,4.822,0.112,14.433,41.146,61.555,0.487,0.638,0.479,0.408,3.204,2.42,5.757,3.771,0.757,0,0.955,0.206,1.019,232,0.99,0.949,0.052,1
heights_low_3.mov,1,1,1,86.229,89.229,0.5,2.303,0.17,2.57,102.847,121.352,0.039,0.042,0.123,0.866,2.353,1.485,3.037,3.22,0.917,0,0.973,0.057,1.044,232,1,0.949,0.052,2
heights_high_3.m4v,1,2,1,140.956,143.956,0.51,4.138,0.082,1.652,158.492,179.118,0.688,0.71,0.602,0.367,1.602,1.669,2.803,2.42,1.011,0,1.061,0.153,0.977,232,1.113,0.949,0.052,3
social_low_6.m4v,2,1,2,197.118,200.118,0.081,4.005,0.261,2.469,210.349,229.774,0.094,0.15,0.442,0.492,4.388,4.121,2.62,3.504,0.832,0,0.995,0,1.029,232,0.73,0.949,0.052,4
social_high_4_replacement.mov,2,2,1,253.914,256.916,0.069,5.773,0.084,2.937,270.383,290.69,0.149,0.307,0.447,0.403,3.421,1.952,5.373,3.721,1.013,0,0.95,0.052,0.923,232,1.085,0.949,0.052,5
heights_low_4.m4v,1,1,2,314.664,317.665,0.393,3.454,0.185,4.355,334.219,355.247,0.355,0.347,0.491,0.491,4.355,2.052,3.337,1.485,1.063,0,0.901,0.15,0.948,232,0.785,0.949,0.052,6
spider_low_2.mov,3,1,2,375.965,378.966,0.396,2.136,0.303,4.171,391.015,411.555,0.183,0.168,0.396,0.501,2.753,2.253,3.888,1.285,0.99,0,0.908,0,0.915,232,1.009,0.949,0.052,7
spider_low_3.m4v,3,1,1,431.226,434.227,0.245,2.637,0.121,1.952,442.556,463.233,0.321,0.331,0.441,0.412,3.671,1.669,2.369,2.303,0.912,0,1.018,0,0.991,232,0.97,0.949,0.052,8
spider_high_5.m4v,3,2,1,482.733,485.734,0.244,3.07,0.163,3.087,496.632,517.141,0.248,0.325,0.431,0.348,3.871,1.585,4.238,2.953,0.851,0,1.038,0,1.012,232,0.806,0.949,0.052,9
social_high_5.m4v,2,2,2,539.279,542.28,0.163,2.903,0.23,3.187,554.112,574.137,0.278,0.436,0.483,0.473,3.237,1.919,2.787,2.002,0.899,0,0.98,0,1.007,232,1.068,0.949,0.052,10
social_low_5.m4v,2,1,1,593.572,596.572,0.285,73.148,0.136,1.235,674.695,694.687,0.039,0.026,0.115,0.913,2.136,1.802,2.703,1.835,1.02,0,0.91,0,1.1,232,1.044,0.949,0.052,11
